// Disenchant - Different order of rarities because of item inheritance sheningans

// Legendary Dust Creation
new ItemCombinationResult "arc_Orb_Underdark_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Underdark"
data "PreviewStatsID" "Orb_Underdark"
data "PreviewIcon" "Orb_Underdark"

new ItemCombination "arc_Orb_Poison"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Jade"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Jade"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Jade"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Poison_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Poison"
data "PreviewStatsID" "Orb_Poison"
data "PreviewIcon" "Orb_Poison"

new ItemCombination "arc_Orb_Diamond"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Diamond"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Diamond"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Diamond"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Diamond_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Diamond"
data "PreviewStatsID" "Orb_Diamond"
data "PreviewIcon" "Orb_Diamond"

// Blanks Necklaces

new ItemCombination "arc_Blank_A_Radiant"
data "Type 1" "Object"
data "Object 1" "Orb_Radiant"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Radiant"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Radiant_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Radiant"
data "PreviewStatsID" "Blank_A_Radiant"
data "PreviewIcon" "Blank_A_Radiant"

new ItemCombination "arc_Blank_A_Force"
data "Type 1" "Object"
data "Object 1" "Orb_Force"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Force"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Force_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Force"
data "PreviewStatsID" "Blank_A_Force"
data "PreviewIcon" "Blank_A_Force"

new ItemCombination "arc_Blank_A_Lightning"
data "Type 1" "Object"
data "Object 1" "Orb_Lightning"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Lightning"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Lightning_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Lightning"
data "PreviewStatsID" "Blank_A_Lightning"
data "PreviewIcon" "Blank_A_Lightning"

new ItemCombination "arc_Blank_A_Fire"
data "Type 1" "Object"
data "Object 1" "Orb_Fire"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Fire"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Fire_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Fire"
data "PreviewStatsID" "Blank_A_Fire"
data "PreviewIcon" "Blank_A_Fire"

new ItemCombination "arc_Blank_A_Cold"
data "Type 1" "Object"
data "Object 1" "Orb_Cold"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Cold"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Cold_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Cold"
data "PreviewStatsID" "Blank_A_Cold"
data "PreviewIcon" "Blank_A_Cold"

new ItemCombination "arc_Blank_A_Necrotic"
data "Type 1" "Object"
data "Object 1" "Orb_Necrotic"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Necrotic"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Necrotic_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Necrotic"
data "PreviewStatsID" "Blank_A_Necrotic"
data "PreviewIcon" "Blank_A_Necrotic"

new ItemCombination "arc_Blank_A_Warrior"
data "Type 1" "Object"
data "Object 1" "Orb_Warrior"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Warrior"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Warrior_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Warrior"
data "PreviewStatsID" "Blank_A_Warrior"
data "PreviewIcon" "Blank_A_Warrior"

new ItemCombination "arc_Blank_A_Acid"
data "Type 1" "Object"
data "Object 1" "Orb_Acid"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Acid"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Acid_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Acid"
data "PreviewStatsID" "Blank_A_Acid"
data "PreviewIcon" "Blank_A_Acid"

new ItemCombination "arc_Blank_A_Thunder"
data "Type 1" "Object"
data "Object 1" "Orb_Thunder"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Thunder"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Thunder_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Thunder"
data "PreviewStatsID" "Blank_A_Thunder"
data "PreviewIcon" "Blank_A_Thunder"

new ItemCombination "arc_Blank_A_Psychic"
data "Type 1" "Object"
data "Object 1" "Orb_Psychic"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Psychic"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Psychic_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Psychic"
data "PreviewStatsID" "Blank_A_Psychic"
data "PreviewIcon" "Blank_A_Psychic"

new ItemCombination "arc_Blank_A_Blood"
data "Type 1" "Object"
data "Object 1" "Orb_Blood"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Blood"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Blood_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Blood"
data "PreviewStatsID" "Blank_A_Blood"
data "PreviewIcon" "Blank_A_Blood"

new ItemCombination "arc_Blank_A_Underdark"
data "Type 1" "Object"
data "Object 1" "Orb_Underdark"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Underdark"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Underdark_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Underdark"
data "PreviewStatsID" "Blank_A_Underdark"
data "PreviewIcon" "Blank_A_Underdark"

new ItemCombination "arc_Blank_A_Poison"
data "Type 1" "Object"
data "Object 1" "Orb_Poison"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Poison"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Poison_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Poison"
data "PreviewStatsID" "Blank_A_Poison"
data "PreviewIcon" "Blank_A_Poison"

new ItemCombination "arc_Blank_A_Diamond"
data "Type 1" "Object"
data "Object 1" "Orb_Diamond"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Diamond"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_necklaces"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_A_Diamond_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_A_Diamond"
data "PreviewStatsID" "Blank_A_Diamond"
data "PreviewIcon" "Blank_A_Diamond"

// Blanks Rings

new ItemCombination "arc_Blank_R_Radiant"
data "Type 1" "Object"
data "Object 1" "Orb_Radiant"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Radiant"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Radiant_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Radiant"
data "PreviewStatsID" "Blank_R_Radiant"
data "PreviewIcon" "Blank_R_Radiant"

new ItemCombination "arc_Blank_R_Force"
data "Type 1" "Object"
data "Object 1" "Orb_Force"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Force"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Force_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Force"
data "PreviewStatsID" "Blank_R_Force"
data "PreviewIcon" "Blank_R_Force"

new ItemCombination "arc_Blank_R_Lightning"
data "Type 1" "Object"
data "Object 1" "Orb_Lightning"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Lightning"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Lightning_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Lightning"
data "PreviewStatsID" "Blank_R_Lightning"
data "PreviewIcon" "Blank_R_Lightning"

new ItemCombination "arc_Blank_R_Fire"
data "Type 1" "Object"
data "Object 1" "Orb_Fire"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Fire"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Fire_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Fire"
data "PreviewStatsID" "Blank_R_Fire"
data "PreviewIcon" "Blank_R_Fire"

new ItemCombination "arc_Blank_R_Cold"
data "Type 1" "Object"
data "Object 1" "Orb_Cold"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Cold"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Cold_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Cold"
data "PreviewStatsID" "Blank_R_Cold"
data "PreviewIcon" "Blank_R_Cold"

new ItemCombination "arc_Blank_R_Necrotic"
data "Type 1" "Object"
data "Object 1" "Orb_Necrotic"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Necrotic"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Necrotic_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Necrotic"
data "PreviewStatsID" "Blank_R_Necrotic"
data "PreviewIcon" "Blank_R_Necrotic"

new ItemCombination "arc_Blank_R_Warrior"
data "Type 1" "Object"
data "Object 1" "Orb_Warrior"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Warrior"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Warrior_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Warrior"
data "PreviewStatsID" "Blank_R_Warrior"
data "PreviewIcon" "Blank_R_Warrior"

new ItemCombination "arc_Blank_R_Acid"
data "Type 1" "Object"
data "Object 1" "Orb_Acid"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Acid"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Acid_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Acid"
data "PreviewStatsID" "Blank_R_Acid"
data "PreviewIcon" "Blank_R_Acid"

new ItemCombination "arc_Blank_R_Thunder"
data "Type 1" "Object"
data "Object 1" "Orb_Thunder"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Thunder"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Thunder_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Thunder"
data "PreviewStatsID" "Blank_R_Thunder"
data "PreviewIcon" "Blank_R_Thunder"

new ItemCombination "arc_Blank_R_Psychic"
data "Type 1" "Object"
data "Object 1" "Orb_Psychic"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Psychic"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Psychic_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Psychic"
data "PreviewStatsID" "Blank_R_Psychic"
data "PreviewIcon" "Blank_R_Psychic"

new ItemCombination "arc_Blank_R_Blood"
data "Type 1" "Object"
data "Object 1" "Orb_Blood"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Blood"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Blood_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Blood"
data "PreviewStatsID" "Blank_R_Blood"
data "PreviewIcon" "Blank_R_Blood"

new ItemCombination "arc_Blank_R_Underdark"
data "Type 1" "Object"
data "Object 1" "Orb_Underdark"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Underdark"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Underdark_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Underdark"
data "PreviewStatsID" "Blank_R_Underdark"
data "PreviewIcon" "Blank_R_Underdark"

new ItemCombination "arc_Blank_R_Poison"
data "Type 1" "Object"
data "Object 1" "Orb_Poison"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Poison"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Poison_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Poison"
data "PreviewStatsID" "Blank_R_Poison"
data "PreviewIcon" "Blank_R_Poison"

new ItemCombination "arc_Blank_R_Diamond"
data "Type 1" "Object"
data "Object 1" "Orb_Diamond"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "Orb_Diamond"
data "Combine 2" "Base"
data "Transform 2" "Consume"
data "Type 3" "Category"
data "Object 3" "common_rings"
data "Transform 3" "Consume"

new ItemCombinationResult "arc_Blank_R_Diamond_1"
data "ResultAmount 1" "1"
data "Result 1" "Blank_R_Diamond"
data "PreviewStatsID" "Blank_R_Diamond"
data "PreviewIcon" "Blank_R_Diamond"
